Index,Campaign Period Sales,Buy,Historical Sales Volume,Number of Prior Year Transactions,Number of Transactions,Purchase Breadth,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group,Repurchase Method,Last Transaction Channel,Number of Employees,Service Level,Do No Disturb,Email Available,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies
128,0,0,1535940,20,20,1,9172,4421,Mid-term,English,NOTICE,MAIL,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
129,0,0,260560.4571,48,48,2,9295,2105,Mid-term,Unknown,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
130,0,0,38773.8,9,9,1,9065,3867,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
131,245.5809524,1,459236.381,22,22,1,17071,2686,Long-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
132,0,0,174068.88,19,19,1,12796,2516,Mid-term,English,NOTICE,WEB,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
133,262.9066667,1,671989.44,18,18,1,19719,2272,Long-term,English,NOTICE,MAIL,11-50,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
134,458.0533333,1,453472.8,10,10,1,7698,3271,Mid-term,English,NOTICE,BRANCH (PHONE),11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
135,0,0,414938.0267,16,16,2,11439,2526,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
136,0,0,3460576,16,16,2,11804,2433,Mid-term,English,NOTICE,MAIL,500+,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
137,211.8533333,1,97452.53333,23,23,1,10039,3095,Mid-term,European,NOTICE,WEB,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
138,222.8380952,1,110527.6952,8,8,1,15718,2523,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
139,0,0,154861.7143,24,24,1,11227,2083,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
140,293.2380952,1,780013.3333,19,19,1,14879,3028,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
141,0,0,352685.2381,19,19,2,15412,2491,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
142,0,0,245443.0476,20,20,1,13607,3675,Mid-term,English,NOTICE,PHONE,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
143,0,0,242945.219,19,19,1,11335,2274,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
144,224.7047619,1,235940,21,21,2,16583,2537,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
145,121.3733333,1,44665.38667,16,16,2,9916,2169,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
146,0,0,474733.3333,20,20,1,10848,2871,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
147,0,0,371146,19,19,2,11943,2260,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
148,0,0,1978414.905,25,25,1,10664,3854,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
149,0,0,2204782.4,15,15,1,8792,6541,Mid-term,English,NOTICE,MAIL,11-50,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
150,0,0,528256.64,23,23,1,2027,4384,Short-term,English,NOTICE,MAIL,11-50,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
151,0,0,178047.6,23,23,1,13800,3568,Mid-term,English,NOTICE,WEB,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
152,334.5333333,1,194029.3333,20,20,1,14057,2296,Mid-term,English,NOTICE,MAIL,51-100,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
153,402.1333333,1,674377.6,13,13,1,9994,3808,Mid-term,English,NOTICE,PHONE,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
154,247.3333333,1,648013.3333,20,20,3,13892,2699,Mid-term,English,NOTICE,BRANCH (PHONE),6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
155,0,0,353843.3067,22,22,2,12370,2346,Mid-term,English,NOTICE,BRANCH (POS),6-10,Premier,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
156,0,0,588042.6933,17,17,1,10192,2165,Mid-term,English,NOTICE,WEB,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
157,0,0,1671188.64,15,15,2,18122,5132,Long-term,Asian,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
158,0,0,1048918.5,9,9,0,8943,3615,Mid-term,Unknown,NOTICE,PHONE,101-500,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
159,0,0,474605.04,21,21,2,6710,2840,Mid-term,English,AUTO RENEW,PHONE,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
160,0,0,1067325.12,23,23,1,2090,3859,Short-term,English,NOTICE,MAIL,11-50,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
161,0,0,405032.3733,19,19,1,2159,3798,Short-term,English,NOTICE,WEB,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
162,0,0,581276.0476,19,19,0,9264,2966,Mid-term,English,NOTICE,PHONE,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
163,0,0,74034.52,21,21,1,8929,1807,Mid-term,English,NOTICE,PHONE,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
164,0,0,167259.6053,16,16,1,8806,2912,Mid-term,English,NOTICE,BRANCH (POS),1-5,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
165,0,0,478992,17,17,1,3452,2850,Short-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
166,0,0,273660.8571,15,15,1,13175,3708,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
167,0,0,109601.232,9,9,1,8959,1739,Mid-term,English,AUTO RENEW,WEB,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
168,0,0,729873.6,14,14,1,8313,4204,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
169,0,0,1499537,15,15,1,12796,3349,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
170,0,0,845546,13,13,2,13234,2232,Mid-term,English,NOTICE,PHONE,101-500,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
171,0,0,2546122.667,20,20,4,12551,2050,Mid-term,English,NOTICE,MAIL,500+,Premier,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
172,0,0,63559.25333,13,13,1,10025,2714,Mid-term,English,NOTICE,MAIL,11-50,Standard,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
173,382.9,1,331974.3,17,17,0,11425,2494,Mid-term,Unknown,NOTICE,WEB,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
174,268.4571429,1,143624.5714,5,5,2,14226,2850,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
175,0,0,476378.3619,22,22,1,11349,2242,Mid-term,English,NOTICE,WEB,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
176,224.72,1,488766,15,15,2,16401,2844,Long-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
177,0,0,57674.24,20,20,1,11834,1163,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
178,0,0,508785.5467,19,19,1,12186,3174,Mid-term,English,NOTICE,WEB,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
179,0,0,265873.3714,18,18,1,10725,2266,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
180,0,0,191785.9048,10,10,1,9643,3570,Mid-term,English,AUTO RENEW,PHONE,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
181,0,0,180672.1429,3,3,0,12065,3582,Mid-term,Unknown,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,0,0,326279.2,20,20,1,8943,1864,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
183,0,0,383658.24,14,14,3,10970,3710,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
184,109.68,1,225063.36,19,19,1,9752,2049,Mid-term,English,NOTICE,WEB,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
185,0,0,303610.0267,17,17,1,5037,3783,Short-term,English,NOTICE,MAIL,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
186,192.8190476,1,543749.7143,20,20,1,10312,2308,Mid-term,English,NOTICE,WEB,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
187,84.73333333,1,136844.3333,17,17,2,14605,1794,Long-term,English,NOTICE,MAIL,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
188,0,0,297390.8571,18,18,1,12065,2287,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
189,0,0,28153.90476,4,4,1,7114,3448,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
190,193.5809524,1,207325.2,21,21,1,10055,2314,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
191,0,0,1690525.333,20,20,2,11592,2871,Mid-term,European,NOTICE,MAIL,101-500,Standard,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
192,0,0,288976.7619,20,20,2,11335,2385,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
193,0,0,256576.32,6,6,1,8717,3599,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
194,0,0,871285.8,11,11,2,12323,3501,Mid-term,English,NOTICE,MAIL,51-100,Standard,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
195,0,0,672901.6,20,20,1,5546,4146,Short-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
196,0,0,438823.2,10,10,1,12796,4279,Mid-term,English,NOTICE,BRANCH (POS),6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
197,0,0,419600,15,15,1,8670,2358,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
198,266.9333333,1,86486.4,9,9,1,14664,2839,Long-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
199,0,0,852228,6,6,2,11104,3164,Mid-term,English,AUTO RENEW,WEB,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
200,311.68,1,1106464,25,25,1,6637,4117,Mid-term,English,NOTICE,WEB,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
201,233.12,1,272284.16,16,16,1,14664,3313,Long-term,Unknown,NOTICE,BRANCH (POS),6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202,0,0,397965,15,15,1,9172,1769,Mid-term,English,NOTICE,MAIL,51-100,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
203,0,0,404221.7143,9,9,1,8578,3725,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
204,299.1333333,1,466049.7333,19,19,1,16644,2151,Long-term,English,NOTICE,MAIL,51-100,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
205,139.68,1,223488,20,20,1,15061,2356,Long-term,English,NOTICE,WEB,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
206,487.1706667,1,579733.0933,14,14,1,19413,2845,Long-term,English,AUTO RENEW,AUTO RENEW,11-50,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
207,365.1390476,1,577284.8343,17,17,1,4295,2939,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
208,0,0,47325.8,1,1,1,13875,2429,Mid-term,Unknown,NOTICE,MAIL,101-500,Premier,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
209,0,0,64253.952,24,24,2,8441,2014,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
210,0,0,343181.04,17,17,2,10998,2739,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
211,1930.666667,1,1486613.333,11,11,2,15473,4880,Long-term,English,NOTICE,MAIL,101-500,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
212,0,0,691230.96,23,23,1,13326,2554,Mid-term,English,NOTICE,BRANCH (POS),51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
213,0,0,860246.4,18,18,1,5917,2469,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
214,0,0,115484.5714,9,9,1,2019,2695,Short-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
215,0,0,1345661.856,21,21,2,13418,3345,Mid-term,English,NOTICE,BRANCH (PHONE),11-50,Premier,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
216,0,0,794417.1429,18,18,1,1794,3035,Short-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
217,0,0,92913.33333,11,11,1,13234,3397,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
218,0,0,2911412.747,17,17,1,8207,2826,Mid-term,European,AUTO RENEW,AUTO RENEW,101-500,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
219,0,0,366589.8,9,9,1,16125,5316,Long-term,English,NOTICE,MAIL,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
220,0,0,445313.0667,20,20,1,5511,3077,Short-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
221,221.76,1,204906.24,21,21,1,20800,3197,Long-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
222,0,0,290959.2,14,14,2,9843,3291,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
223,0,0,157726.1714,24,24,1,13845,3067,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
224,0,0,508077.44,24,24,1,11804,3670,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
225,0,0,2955704,20,20,1,8670,3781,Mid-term,English,NOTICE,MAIL,101-500,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
226,530.5733333,1,667461.2533,17,17,1,9431,3851,Mid-term,English,AUTO RENEW,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
227,0,0,213705.4,6,6,1,15991,2265,Long-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
228,305.7904762,1,719830.781,22,22,1,9843,3118,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
229,311.9428571,1,441711.0857,12,12,1,9599,3162,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
230,0,0,68500.08,11,11,1,13418,1955,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
231,0,0,653578.5143,22,22,1,13784,4012,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
232,369.7904762,1,66562.28571,12,12,1,9674,3577,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
233,302.5333333,1,498877.4667,17,17,1,10039,3095,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
234,0,0,83204.8,17,17,1,4240,4506,Short-term,English,NOTICE,WEB,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
235,0,0,188528.7238,20,20,1,10953,2718,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
236,0,0,136283.4286,10,10,2,12473,4294,Mid-term,English,NOTICE,WEB,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
237,0,0,153004.8,6,6,1,8990,1931,Mid-term,Unknown,NOTICE,MAIL,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
238,0,0,401247.1467,8,8,1,8670,5725,Mid-term,English,NOTICE,BRANCH (PHONE),1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
239,0,0,692123.4286,20,20,1,2096,2750,Short-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
240,0,0,980434.2857,18,18,2,12838,3529,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
241,500.0714286,1,405057.8571,54,54,0,2212,3793,Short-term,Unknown,NOTICE,PHONE,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
242,365.2533333,1,327266.9867,8,8,2,10267,2796,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
243,744.1880952,1,2738612.19,32,32,0,6820,4208,Mid-term,Unknown,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
244,0,0,922531.168,19,19,1,8929,3442,Mid-term,Unknown,AUTO RENEW,AUTO RENEW,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
245,0,0,630302.0533,13,13,1,11926,4631,Mid-term,English,NOTICE,WEB,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
246,0,0,509142.5524,17,17,1,10526,2377,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
247,193.872,1,187861.968,17,17,1,14695,3762,Long-term,English,NOTICE,BRANCH (POS),1-5,Standard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
248,162.64,1,85873.92,8,8,3,20723,2314,Long-term,English,NOTICE,MAIL,1-5,Premier,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
249,0,0,196357.824,18,18,1,2651,3313,Short-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
250,0,0,574852.824,17,17,1,3946,2065,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
251,0,0,1956240,18,18,1,9126,3152,Mid-term,English,NOTICE,WEB,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
252,0,0,18417.54286,3,3,1,10147,2346,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
253,0,0,146939.52,18,18,1,9551,2534,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
254,0,0,230834.2857,10,10,1,11213,2305,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
255,0,0,2356120.8,22,22,1,12796,2471,Mid-term,English,NOTICE,MAIL,500+,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
